CO_MUNICIPIO;SG_UF;NO_UF;NO_MUNICIPIO;CN;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DE_ALTERACAO_REGULAMENTAR;VIGENTE
4126355;PR;PARANÁ;Serranópolis do Iguaçu;45;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126405;PR;PARANÁ;Sertaneja;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126504;PR;PARANÁ;Sertanópolis;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126603;PR;PARANÁ;Siqueira Campos;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126652;PR;PARANÁ;Sulina;46;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126678;PR;PARANÁ;Tamarana;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126702;PR;PARANÁ;Tamboara;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126801;PR;PARANÁ;Tapejara;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4126900;PR;PARANÁ;Tapira;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127007;PR;PARANÁ;Teixeira Soares;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127106;PR;PARANÁ;Telêmaco Borba;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127205;PR;PARANÁ;Terra Boa;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127304;PR;PARANÁ;Terra Rica;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127403;PR;PARANÁ;Terra Roxa;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127502;PR;PARANÁ;Tibagi;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127601;PR;PARANÁ;Tijucas do Sul;41;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127700;PR;PARANÁ;Toledo;45;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127809;PR;PARANÁ;Tomazina;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127858;PR;PARANÁ;Três Barras do Paraná;45;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127882;PR;PARANÁ;Tunas do Paraná;41;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127908;PR;PARANÁ;Tuneiras do Oeste;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127957;PR;PARANÁ;Tupãssi;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4127965;PR;PARANÁ;Turvo;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128005;PR;PARANÁ;Ubiratã;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128104;PR;PARANÁ;Umuarama;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128203;PR;PARANÁ;União da Vitória;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128302;PR;PARANÁ;Uniflor;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128401;PR;PARANÁ;Uraí;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128500;PR;PARANÁ;Wenceslau Braz;43;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128534;PR;PARANÁ;Ventania;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128559;PR;PARANÁ;Vera Cruz do Oeste;45;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128609;PR;PARANÁ;Verê;46;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128625;PR;PARANÁ;Alto Paraíso;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128633;PR;PARANÁ;Doutor Ulysses;41;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128658;PR;PARANÁ;Virmond;42;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128708;PR;PARANÁ;Vitorino;46;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4128807;PR;PARANÁ;Xambrê;44;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200051;SC;SANTA CATARINA;Abdon Batista;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200101;SC;SANTA CATARINA;Abelardo Luz;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200200;SC;SANTA CATARINA;Agrolândia;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200309;SC;SANTA CATARINA;Agronômica;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200408;SC;SANTA CATARINA;Água Doce;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200507;SC;SANTA CATARINA;Águas de Chapecó;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200556;SC;SANTA CATARINA;Águas Frias;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200606;SC;SANTA CATARINA;Águas Mornas;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200705;SC;SANTA CATARINA;Alfredo Wagner;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200754;SC;SANTA CATARINA;Alto Bela Vista;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200804;SC;SANTA CATARINA;Anchieta;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4200903;SC;SANTA CATARINA;Angelina;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201000;SC;SANTA CATARINA;Anita Garibaldi;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201109;SC;SANTA CATARINA;Anitápolis;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201208;SC;SANTA CATARINA;Antônio Carlos;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201257;SC;SANTA CATARINA;Apiúna;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201273;SC;SANTA CATARINA;Arabutã;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201307;SC;SANTA CATARINA;Araquari;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201406;SC;SANTA CATARINA;Araranguá;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201505;SC;SANTA CATARINA;Armazém;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201604;SC;SANTA CATARINA;Arroio Trinta;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201653;SC;SANTA CATARINA;Arvoredo;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201703;SC;SANTA CATARINA;Ascurra;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201802;SC;SANTA CATARINA;Atalanta;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201901;SC;SANTA CATARINA;Aurora;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4201950;SC;SANTA CATARINA;Balneário Arroio do Silva;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202008;SC;SANTA CATARINA;Balneário Camboriú;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202057;SC;SANTA CATARINA;Balneário Barra do Sul;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202073;SC;SANTA CATARINA;Balneário Gaivota;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202081;SC;SANTA CATARINA;Bandeirante;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202099;SC;SANTA CATARINA;Barra Bonita;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202107;SC;SANTA CATARINA;Barra Velha;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202131;SC;SANTA CATARINA;Bela Vista do Toldo;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202156;SC;SANTA CATARINA;Belmonte;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202206;SC;SANTA CATARINA;Benedito Novo;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202305;SC;SANTA CATARINA;Biguaçu;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202404;SC;SANTA CATARINA;Blumenau;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202438;SC;SANTA CATARINA;Bocaina do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202453;SC;SANTA CATARINA;Bombinhas;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202503;SC;SANTA CATARINA;Bom Jardim da Serra;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202537;SC;SANTA CATARINA;Bom Jesus;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202578;SC;SANTA CATARINA;Bom Jesus do Oeste;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202602;SC;SANTA CATARINA;Bom Retiro;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202701;SC;SANTA CATARINA;Botuverá;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202800;SC;SANTA CATARINA;Braço do Norte;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202859;SC;SANTA CATARINA;Braço do Trombudo;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202875;SC;SANTA CATARINA;Brunópolis;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4202909;SC;SANTA CATARINA;Brusque;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203006;SC;SANTA CATARINA;Caçador;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203105;SC;SANTA CATARINA;Caibi;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203154;SC;SANTA CATARINA;Calmon;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203204;SC;SANTA CATARINA;Camboriú;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203253;SC;SANTA CATARINA;Capão Alto;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203303;SC;SANTA CATARINA;Campo Alegre;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203402;SC;SANTA CATARINA;Campo Belo do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203501;SC;SANTA CATARINA;Campo Erê;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203600;SC;SANTA CATARINA;Campos Novos;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203709;SC;SANTA CATARINA;Canelinha;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203808;SC;SANTA CATARINA;Canoinhas;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203907;SC;SANTA CATARINA;Capinzal;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4203956;SC;SANTA CATARINA;Capivari de Baixo;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204004;SC;SANTA CATARINA;Catanduvas;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204103;SC;SANTA CATARINA;Caxambu do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204152;SC;SANTA CATARINA;Celso Ramos;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204178;SC;SANTA CATARINA;Cerro Negro;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204194;SC;SANTA CATARINA;Chapadão do Lageado;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204202;SC;SANTA CATARINA;Chapecó;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204251;SC;SANTA CATARINA;Cocal do Sul;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204301;SC;SANTA CATARINA;Concórdia;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204350;SC;SANTA CATARINA;Cordilheira Alta;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204400;SC;SANTA CATARINA;Coronel Freitas;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204459;SC;SANTA CATARINA;Coronel Martins;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204509;SC;SANTA CATARINA;Corupá;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204558;SC;SANTA CATARINA;Correia Pinto;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204608;SC;SANTA CATARINA;Criciúma;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204707;SC;SANTA CATARINA;Cunha Porã;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204756;SC;SANTA CATARINA;Cunhataí;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204806;SC;SANTA CATARINA;Curitibanos;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4204905;SC;SANTA CATARINA;Descanso;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205001;SC;SANTA CATARINA;Dionísio Cerqueira;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205100;SC;SANTA CATARINA;Dona Emma;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205159;SC;SANTA CATARINA;Doutor Pedrinho;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205175;SC;SANTA CATARINA;Entre Rios;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205191;SC;SANTA CATARINA;Ermo;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205209;SC;SANTA CATARINA;Erval Velho;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205308;SC;SANTA CATARINA;Faxinal dos Guedes;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205357;SC;SANTA CATARINA;Flor do Sertão;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205407;SC;SANTA CATARINA;Florianópolis;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205431;SC;SANTA CATARINA;Formosa do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205456;SC;SANTA CATARINA;Forquilhinha;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205506;SC;SANTA CATARINA;Fraiburgo;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205555;SC;SANTA CATARINA;Frei Rogério;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205605;SC;SANTA CATARINA;Galvão;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205704;SC;SANTA CATARINA;Garopaba;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205803;SC;SANTA CATARINA;Garuva;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4205902;SC;SANTA CATARINA;Gaspar;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206009;SC;SANTA CATARINA;Governador Celso Ramos;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206108;SC;SANTA CATARINA;Grão Pará;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206207;SC;SANTA CATARINA;Gravatal;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206306;SC;SANTA CATARINA;Guabiruba;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206405;SC;SANTA CATARINA;Guaraciaba;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206504;SC;SANTA CATARINA;Guaramirim;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206603;SC;SANTA CATARINA;Guarujá do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206652;SC;SANTA CATARINA;Guatambú;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206702;SC;SANTA CATARINA;"Herval d'Oeste";49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206751;SC;SANTA CATARINA;Ibiam;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206801;SC;SANTA CATARINA;Ibicaré;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4206900;SC;SANTA CATARINA;Ibirama;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207007;SC;SANTA CATARINA;Içara;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207106;SC;SANTA CATARINA;Ilhota;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207205;SC;SANTA CATARINA;Imaruí;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207304;SC;SANTA CATARINA;Imbituba;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207403;SC;SANTA CATARINA;Imbuia;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207502;SC;SANTA CATARINA;Indaial;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207577;SC;SANTA CATARINA;Iomerê;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207601;SC;SANTA CATARINA;Ipira;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207650;SC;SANTA CATARINA;Iporã do Oeste;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207684;SC;SANTA CATARINA;Ipuaçu;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207700;SC;SANTA CATARINA;Ipumirim;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207759;SC;SANTA CATARINA;Iraceminha;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207809;SC;SANTA CATARINA;Irani;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207858;SC;SANTA CATARINA;Irati;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4207908;SC;SANTA CATARINA;Irineópolis;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208005;SC;SANTA CATARINA;Itá;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208104;SC;SANTA CATARINA;Itaiópolis;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208203;SC;SANTA CATARINA;Itajaí;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208302;SC;SANTA CATARINA;Itapema;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208401;SC;SANTA CATARINA;Itapiranga;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208450;SC;SANTA CATARINA;Itapoá;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208500;SC;SANTA CATARINA;Ituporanga;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208609;SC;SANTA CATARINA;Jaborá;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208708;SC;SANTA CATARINA;Jacinto Machado;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208807;SC;SANTA CATARINA;Jaguaruna;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208906;SC;SANTA CATARINA;Jaraguá do Sul;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4208955;SC;SANTA CATARINA;Jardinópolis;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209003;SC;SANTA CATARINA;Joaçaba;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209102;SC;SANTA CATARINA;Joinville;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209151;SC;SANTA CATARINA;José Boiteux;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209177;SC;SANTA CATARINA;Jupiá;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209201;SC;SANTA CATARINA;Lacerdópolis;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209300;SC;SANTA CATARINA;Lages;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209409;SC;SANTA CATARINA;Laguna;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209458;SC;SANTA CATARINA;Lajeado Grande;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209508;SC;SANTA CATARINA;Laurentino;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209607;SC;SANTA CATARINA;Lauro Muller;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209706;SC;SANTA CATARINA;Lebon Régis;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209805;SC;SANTA CATARINA;Leoberto Leal;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209854;SC;SANTA CATARINA;Lindóia do Sul;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4209904;SC;SANTA CATARINA;Lontras;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210001;SC;SANTA CATARINA;Luiz Alves;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210035;SC;SANTA CATARINA;Luzerna;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210050;SC;SANTA CATARINA;Macieira;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210100;SC;SANTA CATARINA;Mafra;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210209;SC;SANTA CATARINA;Major Gercino;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210308;SC;SANTA CATARINA;Major Vieira;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210407;SC;SANTA CATARINA;Maracajá;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210506;SC;SANTA CATARINA;Maravilha;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210555;SC;SANTA CATARINA;Marema;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210605;SC;SANTA CATARINA;Massaranduba;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210704;SC;SANTA CATARINA;Matos Costa;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210803;SC;SANTA CATARINA;Meleiro;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210852;SC;SANTA CATARINA;Mirim Doce;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4210902;SC;SANTA CATARINA;Modelo;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211009;SC;SANTA CATARINA;Mondaí;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211058;SC;SANTA CATARINA;Monte Carlo;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211108;SC;SANTA CATARINA;Monte Castelo;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211207;SC;SANTA CATARINA;Morro da Fumaça;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211256;SC;SANTA CATARINA;Morro Grande;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211306;SC;SANTA CATARINA;Navegantes;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211405;SC;SANTA CATARINA;Nova Erechim;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211454;SC;SANTA CATARINA;Nova Itaberaba;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211504;SC;SANTA CATARINA;Nova Trento;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211603;SC;SANTA CATARINA;Nova Veneza;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211652;SC;SANTA CATARINA;Novo Horizonte;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211702;SC;SANTA CATARINA;Orleans;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211751;SC;SANTA CATARINA;Otacílio Costa;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211801;SC;SANTA CATARINA;Ouro;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211850;SC;SANTA CATARINA;Ouro Verde;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211876;SC;SANTA CATARINA;Paial;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211892;SC;SANTA CATARINA;Painel;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4211900;SC;SANTA CATARINA;Palhoça;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212007;SC;SANTA CATARINA;Palma Sola;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212056;SC;SANTA CATARINA;Palmeira;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212106;SC;SANTA CATARINA;Palmitos;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212205;SC;SANTA CATARINA;Papanduva;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212239;SC;SANTA CATARINA;Paraíso;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212254;SC;SANTA CATARINA;Passo de Torres;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212270;SC;SANTA CATARINA;Passos Maia;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212304;SC;SANTA CATARINA;Paulo Lopes;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212403;SC;SANTA CATARINA;Pedras Grandes;48;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212502;SC;SANTA CATARINA;Penha;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212601;SC;SANTA CATARINA;Peritiba;49;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212650;SC;SANTA CATARINA;Pescaria Brava;48;10/01/2016;-;Resolução nº 653, de 13 de julho de 2015;Sim
4212700;SC;SANTA CATARINA;Petrolândia;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
4212809;SC;SANTA CATARINA;Balneário Piçarras;47;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
